2026-01-19 02:22:10,448 | INFO | dashboard.home | Logger initialized successfully
2026-01-19 02:22:17,115 | INFO | services | Logger initialized successfully
2026-01-19 02:22:18,343 | INFO | dashboard.admin | Logger initialized successfully
2026-01-19 02:22:18,386 | INFO | dashboard.doctor | Logger initialized successfully
2026-01-19 02:22:18,388 | INFO | __main__ | Logger initialized successfully
2026-01-19 02:22:18,966 | INFO | __main__ | Application started
2026-01-19 02:22:18,994 | INFO | __main__ | Rendering home screen
2026-01-19 02:22:47,384 | INFO | __main__ | Application started
2026-01-19 02:22:47,385 | INFO | __main__ | Rendering home screen
2026-01-19 02:22:47,396 | INFO | dashboard.home | Admin role selected
2026-01-19 02:22:47,504 | INFO | __main__ | Application started
2026-01-19 02:22:47,510 | INFO | __main__ | Rendering admin dashboard
2026-01-19 02:22:47,558 | INFO | services | SQLite DB not found. Creating new database with base schema.
2026-01-19 02:22:47,647 | INFO | services | Base SQLite schema created successfully.
2026-01-19 02:22:47,672 | INFO | services | SQLite DB found. Using existing database.
2026-01-19 02:22:47,677 | INFO | services | SQLite DB found. Using existing database.
2026-01-19 02:22:47,687 | INFO | services | AI request received | agent=executive_summary
2026-01-19 02:22:47,718 | INFO | services | Fallback AI response used | agent=executive_summary
2026-01-19 02:22:47,889 | INFO | services | AI request received | agent=risk_root_cause
2026-01-19 02:22:47,891 | INFO | services | Fallback AI response used | agent=risk_root_cause
2026-01-19 02:22:47,905 | INFO | services | AI request received | agent=equity_insight
2026-01-19 02:22:47,909 | INFO | services | Fallback AI response used | agent=equity_insight
2026-01-19 02:22:47,917 | INFO | services | AI request received | agent=care_breakdown_prediction
2026-01-19 02:22:47,928 | INFO | services | Fallback AI response used | agent=care_breakdown_prediction
2026-01-19 02:22:47,963 | INFO | services | AI request received | agent=insurance_risk_amplifier
2026-01-19 02:22:47,964 | INFO | services | Fallback AI response used | agent=insurance_risk_amplifier
2026-01-19 02:22:47,970 | INFO | services | AI request received | agent=financial_leakage
2026-01-19 02:22:47,973 | INFO | services | Fallback AI response used | agent=financial_leakage
2026-01-19 02:22:47,998 | INFO | services | AI request received | agent=predictive_forecast
2026-01-19 02:22:48,005 | INFO | services | Fallback AI response used | agent=predictive_forecast
2026-01-19 02:22:48,010 | INFO | services | AI request received | agent=counterfactual_scenario
2026-01-19 02:22:48,013 | INFO | services | Fallback AI response used | agent=counterfactual_scenario
